"Market and Exchange Names","As of Date in Form YYMMDD","As of Date in Form YYYY-MM-DD","CFTC Contract Market Code","CFTC Market Code in Initials","CFTC Region Code","CFTC Commodity Code","Open Interest (All)","Noncommercial Positions-Long (All)","Noncommercial Positions-Short (All)","Noncommercial Positions-Spreading (All)","Commercial Positions-Long (All)","Commercial Positions-Short (All)"," Total Reportable Positions-Long (All)","Total Reportable Positions-Short (All)","Nonreportable Positions-Long (All)","Nonreportable Positions-Short (All)","Open Interest (Old)","Noncommercial Positions-Long (Old)","Noncommercial Positions-Short (Old)","Noncommercial Positions-Spreading (Old)","Commercial Positions-Long (Old)","Commercial Positions-Short (Old)","Total Reportable Positions-Long (Old)","Total Reportable Positions-Short (Old)","Nonreportable Positions-Long (Old)","Nonreportable Positions-Short (Old)","Open Interest (Other)","Noncommercial Positions-Long (Other)","Noncommercial Positions-Short (Other)","Noncommercial Positions-Spreading (Other)","Commercial Positions-Long (Other)","Commercial Positions-Short (Other)","Total Reportable Positions-Long (Other)","Total Reportable Positions-Short (Other)","Nonreportable Positions-Long (Other)","Nonreportable Positions-Short (Other)","Change in Open Interest (All)","Change in Noncommercial-Long (All)","Change in Noncommercial-Short (All)","Change in Noncommercial-Spreading (All)","Change in Commercial-Long (All)","Change in Commercial-Short (All)","Change in Total Reportable-Long (All)","Change in Total Reportable-Short (All)","Change in Nonreportable-Long (All)","Change in Nonreportable-Short (All)","% of Open Interest (OI) (All)","% of OI-Noncommercial-Long (All)","% of OI-Noncommercial-Short (All)","% of OI-Noncommercial-Spreading (All)","% of OI-Commercial-Long (All)","% of OI-Commercial-Short (All)","% of OI-Total Reportable-Long (All)","% of OI-Total Reportable-Short (All)","% of OI-Nonreportable-Long (All)","% of OI-Nonreportable-Short (All)","% of Open Interest (OI)(Old)","% of OI-Noncommercial-Long (Old)","% of OI-Noncommercial-Short (Old)","% of OI-Noncommercial-Spreading (Old)","% of OI-Commercial-Long (Old)","% of OI-Commercial-Short (Old)","% of OI-Total Reportable-Long (Old)","% of OI-Total Reportable-Short (Old)","% of OI-Nonreportable-Long (Old)","% of OI-Nonreportable-Short (Old)","% of Open Interest (OI) (Other)","% of OI-Noncommercial-Long (Other)","% of OI-Noncommercial-Short (Other)","% of OI-Noncommercial-Spreading (Other)","% of OI-Commercial-Long (Other)","% of OI-Commercial-Short (Other)","% of OI-Total Reportable-Long (Other)","% of OI-Total Reportable-Short (Other)","% of OI-Nonreportable-Long (Other)","% of OI-Nonreportable-Short (Other)","Traders-Total (All)","Traders-Noncommercial-Long (All)","Traders-Noncommercial-Short (All)","Traders-Noncommercial-Spreading (All)","Traders-Commercial-Long (All)","Traders-Commercial-Short (All)","Traders-Total Reportable-Long (All)","Traders-Total Reportable-Short (All)","Traders-Total (Old)","Traders-Noncommercial-Long (Old)","Traders-Noncommercial-Short (Old)","Traders-Noncommercial-Spreading (Old)","Traders-Commercial-Long (Old)","Traders-Commercial-Short (Old)","Traders-Total Reportable-Long (Old)","Traders-Total Reportable-Short (Old)","Traders-Total (Other)","Traders-Noncommercial-Long (Other)","Traders-Noncommercial-Short (Other)","Traders-Noncommercial-Spreading (Other)","Traders-Commercial-Long (Other)","Traders-Commercial-Short (Other)","Traders-Total Reportable-Long (Other)","Traders-Total Reportable-Short (Other)","Concentration-Gross LT = 4 TDR-Long (All)","Concentration-Gross LT =4 TDR-Short (All)","Concentration-Gross LT =8 TDR-Long (All)","Concentration-Gross LT =8 TDR-Short (All)","Concentration-Net LT =4 TDR-Long (All)","Concentration-Net LT =4 TDR-Short (All)","Concentration-Net LT =8 TDR-Long (All)","Concentration-Net LT =8 TDR-Short (All)","Concentration-Gross LT =4 TDR-Long (Old)","Concentration-Gross LT =4 TDR-Short (Old)","Concentration-Gross LT =8 TDR-Long (Old)","Concentration-Gross LT =8 TDR-Short (Old)","Concentration-Net LT =4 TDR-Long (Old)","Concentration-Net LT =4 TDR-Short (Old)","Concentration-Net LT =8 TDR-Long (Old)","Concentration-Net LT =8 TDR-Short (Old)","Concentration-Gross LT =4 TDR-Long (Other)","Concentration-Gross LT =4 TDR-Short(Other)","Concentration-Gross LT =8 TDR-Long (Other)","Concentration-Gross LT =8 TDR-Short(Other)","Concentration-Net LT =4 TDR-Long (Other)","Concentration-Net LT =4 TDR-Short (Other)","Concentration-Net LT =8 TDR-Long (Other)","Concentration-Net LT =8 TDR-Short (Other)","Contract Units","CFTC Contract Market Code (Quotes)","CFTC Market Code in Initials (Quotes)","CFTC Commodity Code (Quotes)"
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250603,2025-06-03,099741,CME ,00,099 ,  781284,  202786,  120022,   40196,  437677,  575962,  680659,  736180,  100625,   45104,  781284,  202786,  120022,   40196,  437677,  575962,  680659,  736180,  100625,   45104,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   20813,   -1540,   -4830,    7295,    9711,   16095,   15466,   18560,    5347,    2253,  100.0,   26.0,   15.4,    5.1,   56.0,   73.7,   87.1,   94.2,   12.9,    5.8,  100.0,   26.0,   15.4,    5.1,   56.0,   73.7,   87.1,   94.2,   12.9,    5.8,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    304,     90,     43,     30,    129,     91,    230,    153,    304,     90,     43,     30,    129,     91,    230,    153,      0,      0,      0,      0,      0,      0,      0,      0,    15.8,    47.4,    25.3,    62.3,    14.8,    46.8,    23.7,    61.7,    15.8,    47.4,    25.3,    62.3,    14.8,    46.8,    23.7,    61.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250527,2025-05-27,099741,CME ,00,099 ,  760471,  204326,  124852,   32901,  427966,  559867,  665193,  717620,   95278,   42851,  760471,  204326,  124852,   32901,  427966,  559867,  665193,  717620,   95278,   42851,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1222,   -1716,   -6737,   -2778,    4510,    9581,      16,      66,    1206,    1156,  100.0,   26.9,   16.4,    4.3,   56.3,   73.6,   87.5,   94.4,   12.5,    5.6,  100.0,   26.9,   16.4,    4.3,   56.3,   73.6,   87.5,   94.4,   12.5,    5.6,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    305,     90,     42,     34,    127,     93,    228,    158,    305,     90,     42,     34,    127,     93,    228,    158,      0,      0,      0,      0,      0,      0,      0,      0,    16.1,    44.9,    25.6,    61.0,    15.2,    44.8,    24.4,    60.9,    16.1,    44.9,    25.6,    61.0,    15.2,    44.8,    24.4,    60.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250520,2025-05-20,099741,CME ,00,099 ,  759249,  206042,  131589,   35679,  423456,  550286,  665177,  717554,   94072,   41695,  759249,  206042,  131589,   35679,  423456,  550286,  665177,  717554,   94072,   41695,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    8343,   -3507,    6814,   -4489,   16796,    9344,    8800,   11669,    -457,   -3326,  100.0,   27.1,   17.3,    4.7,   55.8,   72.5,   87.6,   94.5,   12.4,    5.5,  100.0,   27.1,   17.3,    4.7,   55.8,   72.5,   87.6,   94.5,   12.4,    5.5,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    299,     90,     44,     30,    124,     86,    223,    151,    299,     90,     44,     30,    124,     86,    223,    151,      0,      0,      0,      0,      0,      0,      0,      0,    16.1,    43.9,    25.5,    60.3,    15.2,    43.8,    24.3,    60.2,    16.1,    43.9,    25.5,    60.3,    15.2,    43.8,    24.3,    60.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250513,2025-05-13,099741,CME ,00,099 ,  750906,  209549,  124775,   40168,  406660,  540942,  656377,  705885,   94529,   45021,  750906,  209549,  124775,   40168,  406660,  540942,  656377,  705885,   94529,   45021,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   13893,   15357,    6302,     -78,    1125,    4068,   16404,   10292,   -2511,    3601,  100.0,   27.9,   16.6,    5.3,   54.2,   72.0,   87.4,   94.0,   12.6,    6.0,  100.0,   27.9,   16.6,    5.3,   54.2,   72.0,   87.4,   94.0,   12.6,    6.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    299,     94,     38,     31,    121,     93,    225,    152,    299,     94,     38,     31,    121,     93,    225,    152,      0,      0,      0,      0,      0,      0,      0,      0,    16.1,    43.9,    25.6,    61.2,    15.2,    43.9,    24.2,    61.1,    16.1,    43.9,    25.6,    61.2,    15.2,    43.9,    24.2,    61.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250506,2025-05-06,099741,CME ,00,099 ,  737013,  194192,  118473,   40246,  405535,  536874,  639973,  695593,   97040,   41420,  737013,  194192,  118473,   40246,  405535,  536874,  639973,  695593,   97040,   41420,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    6801,   -2196,   -2118,    5544,    3789,    3617,    7137,    7043,    -336,    -242,  100.0,   26.3,   16.1,    5.5,   55.0,   72.8,   86.8,   94.4,   13.2,    5.6,  100.0,   26.3,   16.1,    5.5,   55.0,   72.8,   86.8,   94.4,   13.2,    5.6,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    306,     96,     37,     31,    125,     97,    232,    154,    306,     96,     37,     31,    125,     97,    232,    154,      0,      0,      0,      0,      0,      0,      0,      0,    16.4,    42.2,    25.9,    60.8,    15.5,    42.1,    24.3,    60.7,    16.4,    42.2,    25.9,    60.8,    15.5,    42.1,    24.3,    60.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250429,2025-04-29,099741,CME ,00,099 ,  730212,  196388,  120591,   34702,  401746,  533257,  632836,  688550,   97376,   41662,  730212,  196388,  120591,   34702,  401746,  533257,  632836,  688550,   97376,   41662,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   10980,     183,  -10586,    9285,     489,   14059,    9957,   12758,    1023,   -1778,  100.0,   26.9,   16.5,    4.8,   55.0,   73.0,   86.7,   94.3,   13.3,    5.7,  100.0,   26.9,   16.5,    4.8,   55.0,   73.0,   86.7,   94.3,   13.3,    5.7,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    308,     93,     44,     33,    123,     96,    230,    159,    308,     93,     44,     33,    123,     96,    230,    159,      0,      0,      0,      0,      0,      0,      0,      0,    16.5,    42.1,    26.1,    60.9,    15.7,    42.1,    24.8,    60.8,    16.5,    42.1,    26.1,    60.9,    15.7,    42.1,    24.8,    60.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250422,2025-04-22,099741,CME ,00,099 ,  719232,  196205,  131177,   25417,  401257,  519198,  622879,  675792,   96353,   43440,  719232,  196205,  131177,   25417,  401257,  519198,  622879,  675792,   96353,   43440,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   11110,    -898,    3354,    2265,    6261,    6287,    7628,   11906,    3482,    -796,  100.0,   27.3,   18.2,    3.5,   55.8,   72.2,   86.6,   94.0,   13.4,    6.0,  100.0,   27.3,   18.2,    3.5,   55.8,   72.2,   86.6,   94.0,   13.4,    6.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    307,     93,     44,     30,    123,     95,    229,    156,    307,     93,     44,     30,    123,     95,    229,    156,      0,      0,      0,      0,      0,      0,      0,      0,    16.7,    41.8,    26.1,    60.9,    15.8,    41.8,    24.9,    60.9,    16.7,    41.8,    26.1,    60.9,    15.8,    41.8,    24.9,    60.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250415,2025-04-15,099741,CME ,00,099 ,  708122,  197103,  127823,   23152,  394996,  512911,  615251,  663886,   92871,   44236,  708122,  197103,  127823,   23152,  394996,  512911,  615251,  663886,   92871,   44236,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   10346,    6807,   -2493,   -1802,   -6862,   20637,   -1857,   16342,   12203,   -5996,  100.0,   27.8,   18.1,    3.3,   55.8,   72.4,   86.9,   93.8,   13.1,    6.2,  100.0,   27.8,   18.1,    3.3,   55.8,   72.4,   86.9,   93.8,   13.1,    6.2,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    298,     89,     40,     30,    122,     93,    222,    152,    298,     89,     40,     30,    122,     93,    222,    152,      0,      0,      0,      0,      0,      0,      0,      0,    17.3,    41.7,    27.0,    60.8,    16.4,    41.7,    25.8,    60.7,    17.3,    41.7,    27.0,    60.8,    16.4,    41.7,    25.8,    60.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250408,2025-04-08,099741,CME ,00,099 ,  697776,  190296,  130316,   24954,  401858,  492274,  617108,  647544,   80668,   50232,  697776,  190296,  130316,   24954,  401858,  492274,  617108,  647544,   80668,   50232,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   26949,    7049,   -1096,   -3075,   22439,   29983,   26413,   25812,     536,    1137,  100.0,   27.3,   18.7,    3.6,   57.6,   70.5,   88.4,   92.8,   11.6,    7.2,  100.0,   27.3,   18.7,    3.6,   57.6,   70.5,   88.4,   92.8,   11.6,    7.2,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    300,     83,     43,     29,    126,     95,    219,    157,    300,     83,     43,     29,    126,     95,    219,    157,      0,      0,      0,      0,      0,      0,      0,      0,    17.2,    39.9,    26.8,    58.8,    16.0,    39.9,    25.2,    58.8,    17.2,    39.9,    26.8,    58.8,    16.0,    39.9,    25.2,    58.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250401,2025-04-01,099741,CME ,00,099 ,  670827,  183247,  131412,   28029,  379419,  462291,  590695,  621732,   80132,   49095,  670827,  183247,  131412,   28029,  379419,  462291,  590695,  621732,   80132,   49095,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -2048,   -6549,    7141,    2446,    3666,  -13778,    -437,   -4191,   -1611,    2143,  100.0,   27.3,   19.6,    4.2,   56.6,   68.9,   88.1,   92.7,   11.9,    7.3,  100.0,   27.3,   19.6,    4.2,   56.6,   68.9,   88.1,   92.7,   11.9,    7.3,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    303,     84,     49,     38,    123,     90,    222,    162,    303,     84,     49,     38,    123,     90,    222,    162,      0,      0,      0,      0,      0,      0,      0,      0,    18.0,    40.9,    27.7,    55.6,    16.4,    40.9,    25.9,    55.6,    18.0,    40.9,    27.7,    55.6,    16.4,    40.9,    25.9,    55.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250325,2025-03-25,099741,CME ,00,099 ,  672875,  189796,  124271,   25583,  375753,  476069,  591132,  625923,   81743,   46952,  672875,  189796,  124271,   25583,  375753,  476069,  591132,  625923,   81743,   46952,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   20255,     844,   -5256,    3855,   16336,   24292,   21035,   22891,    -780,   -2636,  100.0,   28.2,   18.5,    3.8,   55.8,   70.8,   87.9,   93.0,   12.1,    7.0,  100.0,   28.2,   18.5,    3.8,   55.8,   70.8,   87.9,   93.0,   12.1,    7.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    303,     81,     51,     34,    126,     92,    223,    161,    303,     81,     51,     34,    126,     92,    223,    161,      0,      0,      0,      0,      0,      0,      0,      0,    18.2,    42.2,    27.9,    57.0,    16.7,    42.2,    26.2,    56.9,    18.2,    42.2,    27.9,    57.0,    16.7,    42.2,    26.2,    56.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250318,2025-03-18,099741,CME ,00,099 ,  652620,  188952,  129527,   21728,  359417,  451777,  570097,  603032,   82523,   49588,  652620,  188952,  129527,   21728,  359417,  451777,  570097,  603032,   82523,   49588,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -77140,     305,  -46030,  -24714,  -35088,    9425,  -59497,  -61319,  -17643,  -15821,  100.0,   29.0,   19.8,    3.3,   55.1,   69.2,   87.4,   92.4,   12.6,    7.6,  100.0,   29.0,   19.8,    3.3,   55.1,   69.2,   87.4,   92.4,   12.6,    7.6,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    298,     80,     51,     34,    123,     94,    219,    163,    298,     80,     51,     34,    123,     94,    219,    163,      0,      0,      0,      0,      0,      0,      0,      0,    17.9,    43.2,    27.7,    55.4,    16.6,    43.2,    25.9,    55.4,    17.9,    43.2,    27.7,    55.4,    16.6,    43.2,    25.9,    55.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250311,2025-03-11,099741,CME ,00,099 ,  729760,  188647,  175557,   46442,  394505,  442352,  629594,  664351,  100166,   65409,  729760,  188647,  175557,   46442,  394505,  442352,  629594,  664351,  100166,   65409,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   45941,    3424,  -19772,    8097,   17575,   46163,   29096,   34488,   16845,   11453,  100.0,   25.9,   24.1,    6.4,   54.1,   60.6,   86.3,   91.0,   13.7,    9.0,  100.0,   25.9,   24.1,    6.4,   54.1,   60.6,   86.3,   91.0,   13.7,    9.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    301,     75,     60,     43,    128,     94,    226,    174,    301,     75,     60,     43,    128,     94,    226,    174,      0,      0,      0,      0,      0,      0,      0,      0,    16.1,    38.0,    25.6,    48.9,    14.8,    36.1,    23.4,    46.9,    16.1,    38.0,    25.6,    48.9,    14.8,    36.1,    23.4,    46.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250304,2025-03-04,099741,CME ,00,099 ,  683819,  185223,  195329,   38345,  376930,  396189,  600498,  629863,   83321,   53956,  683819,  185223,  195329,   38345,  376930,  396189,  600498,  629863,   83321,   53956,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   25135,    2524,  -12795,    3471,   14453,   33072,   20448,   23748,    4687,    1387,  100.0,   27.1,   28.6,    5.6,   55.1,   57.9,   87.8,   92.1,   12.2,    7.9,  100.0,   27.1,   28.6,    5.6,   55.1,   57.9,   87.8,   92.1,   12.2,    7.9,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    306,     76,     64,     44,    123,     95,    225,    178,    306,     76,     64,     44,    123,     95,    225,    178,      0,      0,      0,      0,      0,      0,      0,      0,    17.1,    33.6,    26.9,    45.4,    15.3,    33.3,    24.2,    44.4,    17.1,    33.6,    26.9,    45.4,    15.3,    33.3,    24.2,    44.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250225,2025-02-25,099741,CME ,00,099 ,  658684,  182699,  208124,   34874,  362477,  363117,  580050,  606115,   78634,   52569,  658684,  182699,  208124,   34874,  362477,  363117,  580050,  606115,   78634,   52569,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   20660,   12379,  -13616,    4106,    1238,   28073,   17723,   18563,    2937,    2097,  100.0,   27.7,   31.6,    5.3,   55.0,   55.1,   88.1,   92.0,   11.9,    8.0,  100.0,   27.7,   31.6,    5.3,   55.0,   55.1,   88.1,   92.0,   11.9,    8.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    309,     75,     66,     40,    126,    101,    222,    186,    309,     75,     66,     40,    126,    101,    222,    186,      0,      0,      0,      0,      0,      0,      0,      0,    17.5,    30.6,    27.3,    43.6,    15.7,    30.5,    24.5,    42.9,    17.5,    30.6,    27.3,    43.6,    15.7,    30.5,    24.5,    42.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250218,2025-02-18,099741,CME ,00,099 ,  638024,  170320,  221740,   30768,  361239,  335044,  562327,  587552,   75697,   50472,  638024,  170320,  221740,   30768,  361239,  335044,  562327,  587552,   75697,   50472,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   15151,    4726,   -8279,    2246,    8725,   22504,   15697,   16471,    -546,   -1320,  100.0,   26.7,   34.8,    4.8,   56.6,   52.5,   88.1,   92.1,   11.9,    7.9,  100.0,   26.7,   34.8,    4.8,   56.6,   52.5,   88.1,   92.1,   11.9,    7.9,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    309,     72,     69,     41,    124,     99,    219,    186,    309,     72,     69,     41,    124,     99,    219,    186,      0,      0,      0,      0,      0,      0,      0,      0,    18.1,    29.6,    27.8,    40.6,    16.2,    29.5,    25.0,    39.9,    18.1,    29.6,    27.8,    40.6,    16.2,    29.5,    25.0,    39.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250211,2025-02-11,099741,CME ,00,099 ,  622873,  165594,  230019,   28522,  352514,  312540,  546630,  571081,   76243,   51792,  622873,  165594,  230019,   28522,  352514,  312540,  546630,  571081,   76243,   51792,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    6250,    3040,    8851,   -2856,    4160,     657,    4344,    6652,    1906,    -402,  100.0,   26.6,   36.9,    4.6,   56.6,   50.2,   87.8,   91.7,   12.2,    8.3,  100.0,   26.6,   36.9,    4.6,   56.6,   50.2,   87.8,   91.7,   12.2,    8.3,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    298,     70,     64,     36,    115,     99,    203,    181,    298,     70,     64,     36,    115,     99,    203,    181,      0,      0,      0,      0,      0,      0,      0,      0,    18.5,    28.9,    28.3,    39.4,    16.5,    28.0,    25.6,    38.6,    18.5,    28.9,    28.3,    39.4,    16.5,    28.0,    25.6,    38.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250204,2025-02-04,099741,CME ,00,099 ,  616623,  162554,  221168,   31378,  348354,  311883,  542286,  564429,   74337,   52194,  616623,  162554,  221168,   31378,  348354,  311883,  542286,  564429,   74337,   52194,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -2285,    8894,     904,   -3058,   -6476,   -1352,    -640,   -3506,   -1645,    1221,  100.0,   26.4,   35.9,    5.1,   56.5,   50.6,   87.9,   91.5,   12.1,    8.5,  100.0,   26.4,   35.9,    5.1,   56.5,   50.6,   87.9,   91.5,   12.1,    8.5,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    299,     68,     65,     33,    115,     97,    201,    178,    299,     68,     65,     33,    115,     97,    201,    178,      0,      0,      0,      0,      0,      0,      0,      0,    18.6,    28.2,    27.7,    38.8,    16.6,    27.4,    25.0,    38.0,    18.6,    28.2,    27.7,    38.8,    16.6,    27.4,    25.0,    38.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250128,2025-01-28,099741,CME ,00,099 ,  618908,  153660,  220264,   34436,  354830,  313235,  542926,  567935,   75982,   50973,  618908,  153660,  220264,   34436,  354830,  313235,  542926,  567935,   75982,   50973,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    9416,  -14005,   -9887,    6888,   16111,   18811,    8994,   15812,     422,   -6396,  100.0,   24.8,   35.6,    5.6,   57.3,   50.6,   87.7,   91.8,   12.3,    8.2,  100.0,   24.8,   35.6,    5.6,   57.3,   50.6,   87.7,   91.8,   12.3,    8.2,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    300,     71,     67,     31,    114,     94,    200,    178,    300,     71,     67,     31,    114,     94,    200,    178,      0,      0,      0,      0,      0,      0,      0,      0,    18.6,    28.6,    27.3,    39.6,    16.7,    28.0,    24.7,    38.8,    18.6,    28.6,    27.3,    39.6,    16.7,    28.0,    24.7,    38.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250121,2025-01-21,099741,CME ,00,099 ,  609492,  167665,  230151,   27548,  338719,  294424,  533932,  552123,   75560,   57369,  609492,  167665,  230151,   27548,  338719,  294424,  533932,  552123,   75560,   57369,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    5267,    4905,    6994,    -210,   -2306,    1736,    2389,    8520,    2878,   -3253,  100.0,   27.5,   37.8,    4.5,   55.6,   48.3,   87.6,   90.6,   12.4,    9.4,  100.0,   27.5,   37.8,    4.5,   55.6,   48.3,   87.6,   90.6,   12.4,    9.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    298,     71,     69,     32,    112,     95,    199,    180,    298,     71,     69,     32,    112,     95,    199,    180,      0,      0,      0,      0,      0,      0,      0,      0,    18.3,    28.8,    27.4,    39.5,    16.3,    28.5,    25.2,    39.2,    18.3,    28.8,    27.4,    39.5,    16.3,    28.5,    25.2,    39.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
